שנה,סעיף תקציבי,כותרת סעיף,גוף נתמך,מספר גוף,סוג גוף,סכום שאושר,סכום שהועבר,כתובת (מגיידסטאר / רשם החברות),עיר,מיקוד
2013,19420231,תרבות בקהילה תמיכה,עירית קרית ביאליק,500295001,municipality,"₪25,000","₪25,000",עירית קרית ביאליק,קרית ביאליק,
2012,19420231,,עירית קרית ביאליק,500295001,municipality,"₪25,000","₪25,000",עירית קרית ביאליק,קרית ביאליק,
2011,19310367,תרבות בקהילה - תמיכה,עירית קרית ביאליק,500295001,municipality,"₪25,000","₪25,000",עירית קרית ביאליק,קרית ביאליק,
2010,19310367,תרבות בקהילה - תמיכה,עירית קרית ביאליק,500295001,municipality,"₪25,000","₪25,000",עירית קרית ביאליק,קרית ביאליק,
2016,19420256,סל לתרבות עירונית,עירית קרית גת,500226303,municipality,"₪290,000","₪100,000",עירית קרית גת,קרית גת,
2014,19420210,תמיכה בשיפוצי מוסדות,עירית קרית גת,500226303,municipality,"₪258,862",₪0,עירית קרית גת,קרית גת,
2016,19420231,תרבות בקהילה תמיכה,עירית קרית גת,500226303,municipality,"₪148,386","₪148,386",עירית קרית גת,קרית גת,
2011,19310340,תמיכה לשיפוצים במוסדות תרבות,עירית קרית גת,500226303,municipality,"₪140,746","₪140,746",עירית קרית גת,קרית גת,
2014,19420231,תרבות בקהילה תמיכה,עירית קרית גת,500226303,municipality,"₪120,600","₪120,600",עירית קרית גת,קרית גת,
2015,19420231,תרבות בקהילה תמיכה,עירית קרית גת,500226303,municipality,"₪120,000","₪120,000",עירית קרית גת,קרית גת,
2012,19420231,,עירית קרית גת,500226303,municipality,"₪110,000","₪110,000",עירית קרית גת,קרית גת,
2013,19420231,תרבות בקהילה תמיכה,עירית קרית גת,500226303,municipality,"₪109,179","₪109,179",עירית קרית גת,קרית גת,
2011,19310367,תרבות בקהילה - תמיכה,עירית קרית גת,500226303,municipality,"₪100,000","₪100,000",עירית קרית גת,קרית גת,
2013,19420210,תמיכה בשיפוצי מוסדות,עירית קרית גת,500226303,municipality,"₪82,500",₪0,עירית קרית גת,קרית גת,
2013,19420213,פרסי תרבות,עירית קרית גת,500226303,municipality,"₪40,000","₪40,000",עירית קרית גת,קרית גת,
2012,19420213,,עירית קרית גת,500226303,municipality,"₪40,000","₪40,000",עירית קרית גת,קרית גת,
2016,19420256,סל לתרבות עירונית,עירית קרית ים,500296009,municipality,"₪369,985","₪100,000",עירית קרית ים,קרית ים,
2014,19420231,תרבות בקהילה תמיכה,עירית קרית ים,500296009,municipality,"₪120,525","₪120,525",עירית קרית ים,קרית ים,
2016,19420231,תרבות בקהילה תמיכה,עירית קרית ים,500296009,municipality,"₪119,000","₪119,000",עירית קרית ים,קרית ים,
2015,19420231,תרבות בקהילה תמיכה,עירית קרית ים,500296009,municipality,"₪119,000","₪119,000",עירית קרית ים,קרית ים,
2013,19420231,תרבות בקהילה תמיכה,עירית קרית ים,500296009,municipality,"₪104,507","₪104,507",עירית קרית ים,קרית ים,
2012,19420231,,עירית קרית ים,500296009,municipality,"₪85,000","₪85,000",עירית קרית ים,קרית ים,
2011,19310367,תרבות בקהילה - תמיכה,עירית קרית ים,500296009,municipality,"₪85,000","₪85,000",עירית קרית ים,קרית ים,
2010,19310367,תרבות בקהילה - תמיכה,עירית קרית ים,500296009,municipality,"₪55,000","₪55,000",עירית קרית ים,קרית ים,
2009,19310367,תרבות בקהילה - תמיכה,עירית קרית ים,500296009,municipality,"₪50,000","₪50,000",עירית קרית ים,קרית ים,
2008,19310367,תרבות בקהילה - תמיכה,עירית קרית ים,500296009,municipality,"₪50,000","₪50,000",עירית קרית ים,קרית ים,
2012,19420210,,עירית קרית ים,500296009,municipality,"₪32,900",₪0,עירית קרית ים,קרית ים,
2016,19420222,"ספרות, כתבי עת ומפעלי תרבות",עירית קרית ים,500296009,municipality,"₪21,500","₪21,500",עירית קרית ים,קרית ים,
2016,19420256,סל לתרבות עירונית,עירית קרית מוצקין,500282009,municipality,"₪369,984","₪100,000",עירית קרית מוצקין,קרית מוצקין,
2015,19420231,תרבות בקהילה תמיכה,עירית קרית מוצקין,500282009,municipality,"₪73,052","₪73,052",עירית קרית מוצקין,קרית מוצקין,
2016,19420231,תרבות בקהילה תמיכה,עירית קרית מוצקין,500282009,municipality,"₪71,820","₪71,820",עירית קרית מוצקין,קרית מוצקין,
2012,19420231,,עירית קרית מוצקין,500282009,municipality,"₪15,000","₪15,000",עירית קרית מוצקין,קרית מוצקין,
2016,19420256,סל לתרבות עירונית,עירית קרית מלאכי,500210349,municipality,"₪369,985","₪100,000",עירית קרית מלאכי,קרית מלאכי,
2012,19420210,,עירית קרית מלאכי,500210349,municipality,"₪337,500",₪0,עירית קרית מלאכי,קרית מלאכי,
2016,19420231,תרבות בקהילה תמיכה,עירית קרית מלאכי,500210349,municipality,"₪219,064","₪219,064",עירית קרית מלאכי,קרית מלאכי,
2015,19420231,תרבות בקהילה תמיכה,עירית קרית מלאכי,500210349,municipality,"₪206,709","₪206,709",עירית קרית מלאכי,קרית מלאכי,
2014,19420231,תרבות בקהילה תמיכה,עירית קרית מלאכי,500210349,municipality,"₪184,438","₪184,438",עירית קרית מלאכי,קרית מלאכי,
2013,19420231,תרבות בקהילה תמיכה,עירית קרית מלאכי,500210349,municipality,"₪153,687","₪153,687",עירית קרית מלאכי,קרית מלאכי,
2012,19420231,,עירית קרית מלאכי,500210349,municipality,"₪135,000","₪135,000",עירית קרית מלאכי,קרית מלאכי,
2011,19310367,תרבות בקהילה - תמיכה,עירית קרית מלאכי,500210349,municipality,"₪125,000","₪125,000",עירית קרית מלאכי,קרית מלאכי,
2010,19310367,תרבות בקהילה - תמיכה,עירית קרית מלאכי,500210349,municipality,"₪82,480","₪82,480",עירית קרית מלאכי,קרית מלאכי,
2016,19420256,סל לתרבות עירונית,עירית קרית שמונה,500228002,municipality,"₪369,985","₪100,000",עירית קרית שמונה,קרית שמונה,
2016,19420231,תרבות בקהילה תמיכה,עירית קרית שמונה,500228002,municipality,"₪50,000","₪50,000",עירית קרית שמונה,קרית שמונה,
2015,19420231,תרבות בקהילה תמיכה,עירית קרית שמונה,500228002,municipality,"₪50,000","₪50,000",עירית קרית שמונה,קרית שמונה,
2014,19420231,תרבות בקהילה תמיכה,עירית קרית שמונה,500228002,municipality,"₪30,000","₪30,000",עירית קרית שמונה,קרית שמונה,
2013,19420231,תרבות בקהילה תמיכה,עירית קרית שמונה,500228002,municipality,"₪30,000","₪30,000",עירית קרית שמונה,קרית שמונה,
2012,19420231,,עירית קרית שמונה,500228002,municipality,"₪30,000","₪30,000",עירית קרית שמונה,קרית שמונה,
2011,19310367,תרבות בקהילה - תמיכה,עירית קרית שמונה,500228002,municipality,"₪30,000","₪30,000",עירית קרית שמונה,קרית שמונה,
2010,19310367,תרבות בקהילה - תמיכה,עירית קרית שמונה,500228002,municipality,"₪30,000","₪30,000",עירית קרית שמונה,קרית שמונה,
2009,19310367,תרבות בקהילה - תמיכה,עירית קרית שמונה,500228002,municipality,"₪30,000","₪30,000",עירית קרית שמונה,קרית שמונה,
2008,19310367,תרבות בקהילה - תמיכה,עירית קרית שמונה,500228002,municipality,"₪30,000","₪30,000",עירית קרית שמונה,קרית שמונה,
2013,19420210,תמיכה בשיפוצי מוסדות,עירית ראש העין,500226402,municipality,"₪180,000",₪0,עירית ראש העין,ראש העין,
2016,19420256,סל לתרבות עירונית,עירית ראש העין,500226402,municipality,"₪169,984",₪0,עירית ראש העין,ראש העין,
2008,19310359,פסטיבלים לתרבות ואמנות - תמיכה,עירית ראש העין,500226402,municipality,"₪105,000","₪105,000",עירית ראש העין,ראש העין,
2016,19420226,פסטיבלים לתרבות ואומנות - תמיכה,עירית ראש העין,500226402,municipality,"₪81,599","₪81,599",עירית ראש העין,ראש העין,
2010,19310359,פסטיבלים לתרבות ואמנות - תמיכה,עירית ראש העין,500226402,municipality,"₪80,000","₪80,000",עירית ראש העין,ראש העין,
2015,19420226,פסטיבלים לתרבות ואומנות - תמיכה,עירית ראש העין,500226402,municipality,"₪78,929","₪78,929",עירית ראש העין,ראש העין,
2009,19310359,פסטיבלים לתרבות ואמנות - תמיכה,עירית ראש העין,500226402,municipality,"₪60,000","₪60,000",עירית ראש העין,ראש העין,
2015,19420231,תרבות בקהילה תמיכה,עירית ראש העין,500226402,municipality,"₪42,000","₪42,000",עירית ראש העין,ראש העין,
2016,19420231,תרבות בקהילה תמיכה,עירית ראש העין,500226402,municipality,"₪40,000","₪40,000",עירית ראש העין,ראש העין,
2014,19420231,תרבות בקהילה תמיכה,עירית ראש העין,500226402,municipality,"₪40,000","₪40,000",עירית ראש העין,ראש העין,
2012,19420226,,עירית ראש העין,500226402,municipality,"₪40,000","₪40,000",עירית ראש העין,ראש העין,
2011,19310359,פסטיבלים לתרבות ואמנות - תמיכה,עירית ראש העין,500226402,municipality,"₪40,000","₪40,000",עירית ראש העין,ראש העין,
